# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Nov 26 17:38:18 2022
#
# COLUMN kepid:          KepID
# COLUMN kepoi_name:     KOI Name
# COLUMN kepler_name:    Kepler Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_vet_stat:   Vetting Status
# COLUMN koi_vet_date:   Date of Last Parameter Update
# COLUMN koi_pdisposition: Disposition Using Kepler Data
# COLUMN koi_score:      Disposition Score
# COLUMN koi_fpflag_nt:  Not Transit-Like False Positive Flag
# COLUMN koi_fpflag_ss:  Stellar Eclipse False Positive Flag
# COLUMN koi_fpflag_co:  Centroid Offset False Positive Flag
# COLUMN koi_fpflag_ec:  Ephemeris Match Indicates Contamination False Positive Flag
# COLUMN koi_disp_prov:  Disposition Provenance
# COLUMN koi_comment:    Comment
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_time0bk:    Transit Epoch [BKJD]
# COLUMN koi_time0:      Transit Epoch [BJD]
# COLUMN koi_eccen:      Eccentricity
# COLUMN koi_longp:      Long. of Periastron [deg]
# COLUMN koi_impact:     Impact Parameter
# COLUMN koi_duration:   Transit Duration [hrs]
# COLUMN koi_ingress:    Ingress Duration [hrs]
# COLUMN koi_depth:      Transit Depth [ppm]
# COLUMN koi_ror:        Planet-Star Radius Ratio
# COLUMN koi_srho:       Fitted Stellar Density [g/cm**3]
# COLUMN koi_fittype:    Planetary Fit Type
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_sma:        Orbit Semi-Major Axis [au]
# COLUMN koi_incl:       Inclination [deg]
# COLUMN koi_teq:        Equilibrium Temperature [K]
# COLUMN koi_insol:      Insolation Flux [Earth flux]
# COLUMN koi_dor:        Planet-Star Distance over Star Radius
# COLUMN koi_limbdark_mod: Limb Darkening Model
# COLUMN koi_ldm_coeff4: Limb Darkening Coeff. 4
# COLUMN koi_ldm_coeff3: Limb Darkening Coeff. 3
# COLUMN koi_ldm_coeff2: Limb Darkening Coeff. 2
# COLUMN koi_ldm_coeff1: Limb Darkening Coeff. 1
# COLUMN koi_parm_prov:  Parameters Provenance
# COLUMN koi_max_sngle_ev: Maximum Single Event Statistic
# COLUMN koi_max_mult_ev: Maximum Multiple Event Statistic
# COLUMN koi_model_snr:  Transit Signal-to-Noise
# COLUMN koi_count:      Number of Planets
# COLUMN koi_num_transits: Number of Transits
# COLUMN koi_tce_plnt_num: TCE Planet Number
# COLUMN koi_tce_delivname: TCE Delivery
# COLUMN koi_quarters:   Quarters
# COLUMN koi_bin_oedp_sig: Odd-Even Depth Comparision Statistic
# COLUMN koi_trans_mod:  Transit Model
# COLUMN koi_model_dof:  Degrees of Freedom
# COLUMN koi_model_chisq: Chi-Square
# COLUMN koi_datalink_dvr: Link to DV Report
# COLUMN koi_datalink_dvs: Link to DV Summary
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_slogg:      Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN koi_smet:       Stellar Metallicity [dex]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN koi_smass:      Stellar Mass [Solar mass]
# COLUMN koi_sage:       Stellar Age [Gyr]
# COLUMN koi_sparprov:   Stellar Parameter Provenance
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN koi_kepmag:     Kepler-band [mag]
# COLUMN koi_gmag:       g'-band [mag]
# COLUMN koi_rmag:       r'-band [mag]
# COLUMN koi_imag:       i'-band [mag]
# COLUMN koi_zmag:       z'-band [mag]
# COLUMN koi_jmag:       J-band [mag]
# COLUMN koi_hmag:       H-band [mag]
# COLUMN koi_kmag:       K-band [mag]
# COLUMN koi_fwm_stat_sig: FW Offset Significance [percent]
# COLUMN koi_fwm_sra:    FW Source &alpha;(OOT) [hrs]
# COLUMN koi_fwm_sdec:   FW Source &delta;(OOT) [deg]
# COLUMN koi_fwm_srao:   FW Source &Delta;&alpha;(OOT) [sec]
# COLUMN koi_fwm_sdeco:  FW Source &Delta;&delta;(OOT) [arcsec]
# COLUMN koi_fwm_prao:   FW &Delta;&alpha;(OOT) [sec]
# COLUMN koi_fwm_pdeco:  FW &Delta;&delta;(OOT) [arcsec]
# COLUMN koi_dicco_mra:  PRF &Delta;&alpha;<sub>SQ</sub>(OOT) [arcsec]
# COLUMN koi_dicco_mdec: PRF &Delta;&delta;<sub>SQ</sub>(OOT) [arcsec]
# COLUMN koi_dicco_msky: PRF &Delta;&theta;<sub>SQ</sub>(OOT) []arcsec
# COLUMN koi_dikco_mra:  PRF &Delta;&alpha;<sub>SQ</sub>(KIC) [arcsec]
# COLUMN koi_dikco_mdec: PRF &Delta;&delta;<sub>SQ</sub>(KIC) [arcsec]
# COLUMN koi_dikco_msky: PRF &Delta;&theta;<sub>SQ</sub>(KIC) [arcsec]
#
kepid,kepoi_name,kepler_name,koi_disposition,koi_vet_stat,koi_vet_date,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_disp_prov,koi_comment,koi_period,koi_time0bk,koi_time0,koi_eccen,koi_longp,koi_impact,koi_duration,koi_ingress,koi_depth,koi_ror,koi_srho,koi_fittype,koi_prad,koi_sma,koi_incl,koi_teq,koi_insol,koi_dor,koi_limbdark_mod,koi_ldm_coeff4,koi_ldm_coeff3,koi_ldm_coeff2,koi_ldm_coeff1,koi_parm_prov,koi_max_sngle_ev,koi_max_mult_ev,koi_model_snr,koi_count,koi_num_transits,koi_tce_plnt_num,koi_tce_delivname,koi_quarters,koi_bin_oedp_sig,koi_trans_mod,koi_model_dof,koi_model_chisq,koi_datalink_dvr,koi_datalink_dvs,koi_steff,koi_slogg,koi_smet,koi_srad,koi_smass,koi_sage,koi_sparprov,ra,dec,koi_kepmag,koi_gmag,koi_rmag,koi_imag,koi_zmag,koi_jmag,koi_hmag,koi_kmag,koi_fwm_stat_sig,koi_fwm_sra,koi_fwm_sdec,koi_fwm_srao,koi_fwm_sdeco,koi_fwm_prao,koi_fwm_pdeco,koi_dicco_mra,koi_dicco_mdec,koi_dicco_msky,koi_dikco_mra,koi_dikco_mdec,koi_dikco_msky
3109930,K01112.01,Kepler-1736 b,CONFIRMED,Done,2018-08-16,CANDIDATE,,0,0,0,0,q1_q17_dr25_sup_koi,,37.810264900,158.3579900,2454991.358,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,,,,1,,,q1_q17_dr25_tce,,,,,,003/003109/003109930/dv/kplr003109930-20160209194854_dvr.pdf,,,,,,,,,289.776700,38.262280,14.633,15.088,14.589,14.438,14.367,13.472,13.180,13.073,,,,,,,,,,,,,
2854914,K01113.01,Kepler-268 b,CONFIRMED,Done,2018-08-16,CANDIDATE,,0,0,0,0,q1_q17_dr25_sup_koi,,25.934064060,149.7627300,2454982.763,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,,,,2,,,q1_q17_dr25_tce,,,,,,002/002854/002854914/dv/kplr002854914-20160209194854_dvr.pdf,,,,,,,,,291.976170,38.055080,13.703,14.082,13.654,13.540,13.532,12.675,12.411,12.382,,,,,,,,,,,,,
2854914,K01113.02,Kepler-268 c,CONFIRMED,Done,2018-08-16,CANDIDATE,,0,0,0,0,q1_q17_dr25_sup_koi,,83.446348500,158.6806100,2454991.681,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,,,,2,,,q1_q17_dr25_tce,,,,,,002/002854/002854914/dv/kplr002854914-20160209194854_dvr.pdf,,,,,,,,,291.976170,38.055080,13.703,14.082,13.654,13.540,13.532,12.675,12.411,12.382,,,,,,,,,,,,,
3337425,K01114.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,,0,0,1,1,q1_q17_dr25_sup_koi,,7.047100320,139.7973700,2454972.797,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,,,,1,,,q1_q17_dr25_tce,,,,,,003/003337/003337425/dv/kplr003337425-20160209194854_dvr.pdf,,,,,,,,,290.134920,38.404221,14.928,15.494,14.877,14.685,14.584,13.700,13.340,13.334,,,,,,,,,,,,,
3116412,K01115.01,Kepler-772 b,CONFIRMED,Done,2018-08-16,CANDIDATE,,0,0,0,0,q1_q17_dr25_sup_koi,,12.992048530,136.3201600,2454969.320,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,,,,1,,,q1_q17_dr25_tce,,,,,,003/003116/003116412/dv/kplr003116412-20160209194854_dvr.pdf,,,,,,,,,291.423580,38.216591,13.974,14.524,13.914,13.739,13.636,12.739,12.339,12.299,,,,,,,,,,,,,
2849805,K01116.01,Kepler-773 b,CONFIRMED,Done,2018-08-16,CANDIDATE,,0,0,0,0,q1_q17_dr25_sup_koi,,3.749105745,135.1083700,2454968.108,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,,,,1,,,q1_q17_dr25_tce,,,,,,002/002849/002849805/dv/kplr002849805-20160209194854_dvr.pdf,,,,,,,,,290.884670,38.057571,13.333,13.752,13.263,13.153,13.101,12.216,11.908,11.888,,,,,,,,,,,,,
3114811,K01117.01,Kepler-774 b,CONFIRMED,Done,2018-08-16,CANDIDATE,,0,0,0,0,q1_q17_dr25_sup_koi,,11.089566020,141.7614200,2454974.761,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,,,,1,,,q1_q17_dr25_tce,,,,,,003/003114/003114811/dv/kplr003114811-20160209194854_dvr.pdf,,,,,,,,,291.031920,38.211960,12.808,13.093,12.769,12.686,12.695,11.902,11.652,11.640,,,,,,,,,,,,,
2853446,K01118.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,,0,0,0,0,q1_q17_dr25_sup_koi,,7.372903440,137.6099100,2454970.610,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,,,,1,,,q1_q17_dr25_tce,,,,,,002/002853/002853446/dv/kplr002853446-20160209194854_dvr.pdf,,,,,,,,,291.650970,38.028179,13.835,14.216,13.785,13.672,13.591,12.761,12.484,12.430,,,,,,,,,,,,,
3003992,K01119.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,,0,0,0,1,q1_q17_dr25_sup_koi,,7.244761260,139.1049700,2454972.105,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,,,,2,,,q1_q17_dr25_tce,,,,,,003/003003/003003992/dv/kplr003003992-20160209194854_dvr.pdf,,,,,,,,,294.490110,38.194126,11.157,11.699,11.198,,,9.503,9.105,9.003,,,,,,,,,,,,,
3003992,K01119.02,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,,0,0,1,0,q1_q17_dr25_sup_koi,,13.554805340,139.8160900,2454972.816,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,,,,2,,,q1_q17_dr25_tce,,,,,,003/003003/003003992/dv/kplr003003992-20160209194854_dvr.pdf,,,,,,,,,294.490110,38.194126,11.157,11.699,11.198,,,9.503,9.105,9.003,,,,,,,,,,,,,
6307537,K01120.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,,0,1,0,0,q1_q17_dr25_sup_koi,,29.744546680,172.3866520,2455005.387,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,,,,1,,,q1_q17_dr25_tce,,,,,,006/006307/006307537/dv/kplr006307537-20160209194854_dvr.pdf,,,,,,,,,297.757080,41.680454,11.753,12.872,11.739,11.273,,10.582,10.079,9.949,,,,,,,,,,,,,
6359798,K01121.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,,0,1,0,0,q1_q17_dr25_sup_koi,,14.154024280,140.6984660,2454973.698,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,,,,1,,,q1_q17_dr25_tce,,,,,,006/006359/006359798/dv/kplr006359798-20160209194854_dvr.pdf,,,,,,,,,290.352940,41.769741,12.932,13.413,12.870,12.726,12.642,11.749,11.339,11.321,,,,,,,,,,,,,
6311681,K01122.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,,0,1,1,0,q1_q17_dr25_sup_koi,,0.844786082,134.2169870,2454967.217,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,,,,1,,,q1_q17_dr25_tce,,,,,,006/006311/006311681/dv/kplr006311681-20160209194854_dvr.pdf,,,,,,,,,298.711520,41.635792,15.363,15.969,15.336,15.103,15.015,14.041,13.613,13.606,,,,,,,,,,,,,
6365321,K01123.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,,0,1,0,0,q1_q17_dr25_sup_koi,,0.848483947,133.5853010,2454966.585,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,,,,1,,,q1_q17_dr25_tce,,,,,,006/006365/006365321/dv/kplr006365321-20160209194854_dvr.pdf,,,,,,,,,292.236790,41.739300,15.323,15.833,15.256,15.104,14.993,14.015,13.698,13.629,,,,,,,,,,,,,
6301035,K01124.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,,0,1,1,1,q1_q17_dr25_sup_koi,,11.990975760,143.2843700,2454976.284,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,,,,1,,,q1_q17_dr25_tce,,,,,,006/006301/006301035/dv/kplr006301035-20160209194854_dvr.pdf,,,,,,,,,296.298550,41.602718,14.977,15.460,14.935,14.770,14.653,13.735,13.395,13.380,,,,,,,,,,,,,
6292162,K01125.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,,0,1,0,0,q1_q17_dr25_sup_koi,,7.814839231,357.5199810,2455190.520,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,,,,1,,,q1_q17_dr25_tce,,,,,,006/006292/006292162/dv/kplr006292162-20160209194854_dvr.pdf,,,,,,,,,294.027250,41.675968,15.452,16.005,15.408,15.215,15.106,14.228,13.891,13.920,,,,,,,,,,,,,
6307521,K01126.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,,0,1,1,1,q1_q17_dr25_sup_koi,,29.745249900,157.3851900,2454990.385,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,,,,2,,,q1_q17_dr25_tce,,,,,,006/006307/006307521/dv/kplr006307521-20160209194854_dvr.pdf,,,,,,,,,297.753110,41.675991,15.259,15.899,15.233,14.986,14.840,13.868,13.452,13.346,,,,,,,,,,,,,
6307521,K01126.02,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,,0,0,1,1,q1_q17_dr25_sup_koi,,475.917060000,588.8926000,2455421.893,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,,,,2,,,q1_q17_dr25_tce,,,,,,006/006307/006307521/dv/kplr006307521-20160209194854_dvr.pdf,,,,,,,,,297.753110,41.675991,15.259,15.899,15.233,14.986,14.840,13.868,13.452,13.346,,,,,,,,,,,,,
6359320,K01127.01,Kepler-269 b,CONFIRMED,Done,2018-08-16,CANDIDATE,,0,0,0,0,q1_q17_dr25_sup_koi,,5.326672990,357.1261700,2455190.126,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,,,,3,,,q1_q17_dr25_tce,,,,,,006/006359/006359320/dv/kplr006359320-20160209194854_dvr.pdf,,,,,,,,,290.215180,41.775970,15.808,16.324,15.706,15.587,15.481,14.438,14.140,13.961,,,,,,,,,,,,,
6359320,K01127.02,Kepler-269 c,CONFIRMED,Done,2018-08-16,CANDIDATE,,0,0,0,0,q1_q17_dr25_sup_koi,,8.128093300,358.6836700,2455191.684,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,,,,3,,,q1_q17_dr25_tce,,,,,,006/006359/006359320/dv/kplr006359320-20160209194854_dvr.pdf,,,,,,,,,290.215180,41.775970,15.808,16.324,15.706,15.587,15.481,14.438,14.140,13.961,,,,,,,,,,,,,
6359320,K01127.03,,CANDIDATE,Done,2018-08-16,CANDIDATE,,0,0,0,0,q1_q17_dr25_sup_koi,,2.836689310,353.8153100,2455186.815,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,,,,3,,,q1_q17_dr25_tce,,,,,,006/006359/006359320/dv/kplr006359320-20160209194854_dvr.pdf,,,,,,,,,290.215180,41.775970,15.808,16.324,15.706,15.587,15.481,14.438,14.140,13.961,,,,,,,,,,,,,
6362874,K01128.01,Kepler-775 b,CONFIRMED,Done,2018-08-16,CANDIDATE,,0,0,0,0,q1_q17_dr25_sup_koi,,0.974868896,133.0762650,2454966.076,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,,,,1,,,q1_q17_dr25_tce,,,,,,006/006362/006362874/dv/kplr006362874-20160209194854_dvr.pdf,,,,,,,,,291.433290,41.703442,13.507,14.044,13.446,13.277,13.193,12.213,11.823,11.774,,,,,,,,,,,,,
6272413,K01129.01,Kepler-776 b,CONFIRMED,Done,2018-08-16,CANDIDATE,,0,0,0,0,q1_q17_dr25_sup_koi,,4.897210060,133.3985200,2454966.399,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,,,,1,,,q1_q17_dr25_tce,,,,,,006/006272/006272413/dv/kplr006272413-20160209194854_dvr.pdf,,,,,,,,,287.272640,41.635559,15.456,16.234,15.391,15.122,14.971,13.874,13.425,13.319,,,,,,,,,,,,,
8279765,K01130.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,,0,1,0,0,q1_q17_dr25_sup_koi,,2.757794163,135.2328630,2454968.233,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,,,,1,,,q1_q17_dr25_tce,,,,,,008/008279/008279765/dv/kplr008279765-20160209194854_dvr.pdf,,,,,,,,,282.603360,44.286980,15.235,15.761,15.161,15.010,14.980,14.001,13.572,13.492,,,,,,,,,,,,,
8435247,K01131.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,,0,1,0,0,q1_q17_dr25_sup_koi,,0.696125302,354.7670680,2455187.767,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,,,,1,,,q1_q17_dr25_tce,,,,,,008/008435/008435247/dv/kplr008435247-20160209194854_dvr.pdf,,,,,,,,,293.539000,44.494919,15.464,16.139,15.431,15.175,14.987,13.924,13.396,13.316,,,,,,,,,,,,,
8330548,K01132.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,,0,0,1,1,q1_q17_dr25_sup_koi,,1.914158508,134.6449190,2454967.645,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,,,,2,,,q1_q17_dr25_tce,,,,,,008/008330/008330548/dv/kplr008330548-20160209194854_dvr.pdf,,,,,,,,,301.016720,44.233841,14.446,14.884,14.404,14.258,14.190,13.383,13.121,13.050,,,,,,,,,,,,,
8330548,K01132.02,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,,1,1,0,0,q1_q17_dr25_sup_koi,,0.957070100,131.7767386,2454964.777,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,,,,2,,,q1_q17_dr25_tce,,,,,,008/008330/008330548/dv/kplr008330548-20160209194854_dvr.pdf,,,,,,,,,301.016720,44.233841,14.446,14.884,14.404,14.258,14.190,13.383,13.121,13.050,,,,,,,,,,,,,
8374494,K01133.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,,0,1,1,1,q1_q17_dr25_sup_koi,,5.251916208,357.3218830,2455190.322,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,,,,1,,,q1_q17_dr25_tce,,,,,,008/008374/008374494/dv/kplr008374494-20160209194854_dvr.pdf,,,,,,,,,294.997340,44.321388,15.756,16.405,15.708,15.478,15.386,14.348,14.060,13.906,,,,,,,,,,,,,
8414907,K01134.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,,1,0,1,1,q1_q17_dr25_sup_koi,,100.303922800,277.0607000,2455110.061,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,,,,2,,,q1_q17_dr25_tce,,,,,,008/008414/008414907/dv/kplr008414907-20160209194854_dvr.pdf,,,,,,,,,284.519620,44.453941,15.783,16.543,15.702,15.458,15.227,14.291,13.844,13.815,,,,,,,,,,,,,
8414907,K01134.02,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,,1,0,1,1,q1_q17_dr25_sup_koi,,200.611033460,456.8444400,2455289.844,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,,,,2,,,q1_q17_dr25_tce,,,,,,008/008414/008414907/dv/kplr008414907-20160209194854_dvr.pdf,,,,,,,,,284.519620,44.453941,15.783,16.543,15.702,15.458,15.227,14.291,13.844,13.815,,,,,,,,,,,,,
8397446,K01135.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,,1,0,1,0,q1_q17_dr25_sup_koi,,0.986620248,448.5959000,2455281.596,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,,,,1,,,q1_q17_dr25_tce,,,,,,008/008397/008397446/dv/kplr008397446-20160209194854_dvr.pdf,,,,,,,,,301.400670,44.318039,15.022,15.532,15.004,14.804,14.693,13.804,13.479,13.393,,,,,,,,,,,,,
8386035,K01136.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,,1,0,1,1,q1_q17_dr25_sup_koi,,1.634846310,134.5121150,2454967.512,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,,,,1,,,q1_q17_dr25_tce,,,,,,008/008386/008386035/dv/kplr008386035-20160209194854_dvr.pdf,,,,,,,,,298.211880,44.324638,12.647,13.421,12.608,12.315,12.144,11.049,10.538,10.449,,,,,,,,,,,,,
8332986,K01137.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,,0,1,0,0,q1_q17_dr25_sup_koi,,302.388678220,309.1867500,2455142.187,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,,,,1,,,q1_q17_dr25_tce,,,,,,008/008332/008332986/dv/kplr008332986-20160209194854_dvr.pdf,,,,,,,,,301.709230,44.281792,14.041,14.664,14.013,13.774,13.657,12.727,12.268,12.218,,,,,,,,,,,,,
8415745,K01138.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,,0,1,1,0,q1_q17_dr25_sup_koi,,31.828145830,366.7048540,2455199.705,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,,,,1,,,q1_q17_dr25_tce,,,,,,008/008415/008415745/dv/kplr008415745-20160209194854_dvr.pdf,,,,,,,,,284.997380,44.410198,15.582,16.083,15.519,15.367,15.233,14.387,13.982,14.041,,,,,,,,,,,,,
8378634,K01139.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,,0,1,1,1,q1_q17_dr25_sup_koi,,3.629442796,134.7006600,2454967.701,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,,,,1,,,q1_q17_dr25_tce,,,,,,008/008378/008378634/dv/kplr008378634-20160209194854_dvr.pdf,,,,,,,,,296.291960,44.332260,13.055,13.378,13.006,12.916,12.903,11.997,11.805,11.753,,,,,,,,,,,,,
8397675,K01140.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,,0,1,0,0,q1_q17_dr25_sup_koi,,0.553261874,133.4466050,2454966.447,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,,,,1,,,q1_q17_dr25_tce,,,,,,008/008397/008397675/dv/kplr008397675-20160209194854_dvr.pdf,,,,,,,,,301.475770,44.319759,13.501,14.135,13.489,13.229,13.090,12.124,11.737,11.658,,,,,,,,,,,,,
8346392,K01141.01,Kepler-777 b,CONFIRMED,Done,2018-08-16,CANDIDATE,,0,0,0,0,q1_q17_dr25_sup_koi,,5.728126160,135.1806600,2454968.181,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,,,,1,,,q1_q17_dr25_tce,,,,,,008/008346/008346392/dv/kplr008346392-20160209194854_dvr.pdf,,,,,,,,,282.724060,44.346470,15.950,17.257,15.969,15.390,15.042,13.875,13.209,13.046,,,,,,,,,,,,,
8288947,K01142.01,Kepler-778 b,CONFIRMED,Done,2018-08-16,CANDIDATE,,0,0,0,0,q1_q17_dr25_sup_koi,,3.755742670,133.4333000,2454966.433,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,,,,1,,,q1_q17_dr25_tce,,,,,,008/008288/008288947/dv/kplr008288947-20160209194854_dvr.pdf,,,,,,,,,287.477420,44.237511,15.764,16.428,15.702,15.479,15.376,14.351,13.852,13.788,,,,,,,,,,,,,
8312852,K01143.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,,0,0,1,0,q1_q17_dr25_sup_koi,,7.440429330,134.7633100,2454967.763,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,,,,1,,,q1_q17_dr25_tce,,,,,,008/008312/008312852/dv/kplr008312852-20160209194854_dvr.pdf,,,,,,,,,296.307620,44.211460,15.240,15.770,15.186,15.012,14.918,14.011,13.647,13.533,,,,,,,,,,,,,
8302450,K01144.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,,0,0,1,1,q1_q17_dr25_sup_koi,,2.441998030,134.5709500,2454967.571,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,,,,1,,,q1_q17_dr25_tce,,,,,,008/008302/008302450/dv/kplr008302450-20160209194854_dvr.pdf,,,,,,,,,292.859650,44.200642,15.282,15.761,15.251,15.077,14.977,14.075,13.686,13.651,,,,,,,,,,,,,
8313667,K01145.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,,0,0,0,0,q1_q17_dr25_sup_koi,,30.587215300,162.8842000,2454995.884,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,,,,1,,,q1_q17_dr25_tce,,,,,,008/008313/008313667/dv/kplr008313667-20160209194854_dvr.pdf,,,,,,,,,296.548610,44.264671,14.143,14.581,14.090,13.956,13.890,13.028,12.723,12.685,,,,,,,,,,,,,
8351704,K01146.01,Kepler-779 b,CONFIRMED,Done,2018-08-16,CANDIDATE,,0,0,0,0,q1_q17_dr25_sup_koi,,7.097121240,136.3451400,2454969.345,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,,,,1,,,q1_q17_dr25_tce,,,,,,008/008351/008351704/dv/kplr008351704-20160209194854_dvr.pdf,,,,,,,,,285.628540,44.310890,15.649,17.065,15.731,15.043,14.644,13.441,12.872,12.608,,,,,,,,,,,,,
8299955,K01147.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,,0,0,1,1,q1_q17_dr25_sup_koi,,2.682768300,134.2553500,2454967.255,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,,,,1,,,q1_q17_dr25_tce,,,,,,008/008299/008299955/dv/kplr008299955-20160209194854_dvr.pdf,,,,,,,,,291.890750,44.223728,13.475,13.875,13.431,13.304,13.258,12.360,12.064,12.008,,,,,,,,,,,,,
8410727,K01148.01,Kepler-270 b,CONFIRMED,Done,2018-08-16,CANDIDATE,,0,0,0,0,q1_q17_dr25_sup_koi,,11.476090150,135.3962200,2454968.396,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,,,,2,,,q1_q17_dr25_tce,,,,,,008/008410/008410727/dv/kplr008410727-20160209194854_dvr.pdf,,,,,,,,,282.200100,44.422298,13.908,14.232,13.841,13.769,13.660,12.938,12.614,12.627,,,,,,,,,,,,,
